iter	Passed	Remaining
445	746	927
446	748	925
447	749	923
448	750	921
449	753	920
450	755	919
451	756	917
452	758	915
453	759	913
454	761	911
455	762	910
456	764	908
457	766	906
458	767	904
459	769	903
460	770	901
461	772	899
462	774	897
463	775	895
464	777	893
465	778	891
466	779	890
467	780	887
468	782	885
469	783	884
470	785	882
471	787	880
472	788	878
473	790	877
474	791	875
475	793	873
476	794	871
477	795	869
478	798	868
479	800	866
480	801	864
481	802	862
482	804	860
483	805	859
484	807	857
485	808	855
486	809	853
487	811	851
488	812	849
489	814	847
490	816	846
491	817	844
492	819	842
493	820	840
494	822	838
495	823	836
496	824	834
497	826	832
498	828	831
499	830	830
500	831	828
501	833	826
502	834	824
503	835	822
504	837	820
505	838	818
506	839	816
507	842	816
508	844	814
509	845	812
510	847	810
511	848	808
512	850	807
513	851	805
514	853	803
515	854	801
516	856	800
517	858	798
518	859	796
519	861	795
520	863	793
521	864	791
522	865	789
523	866	787
524	867	785
525	869	783
526	870	781
527	872	779
528	874	778
529	875	776
530	877	774
531	878	773
532	880	771
533	882	769
534	883	767
535	884	765
536	886	764
537	887	762
538	889	760
539	891	759
540	892	757
541	894	755
542	895	753
543	897	752
544	898	750
545	900	748
546	902	747
547	903	745
548	904	743
549	906	741
550	908	740
551	909	738
552	911	736
553	912	734
554	914	733
555	916	731
556	918	730
557	919	728
558	921	726
559	922	725
560	924	723
561	925	721
562	927	719
563	929	718
564	930	716
565	932	714
566	934	713
567	936	711
568	937	710
569	939	708
570	940	706
571	942	704
572	943	703
573	945	701
574	946	699
575	948	698
576	950	696
577	951	694
578	953	693
579	954	691
580	955	689
581	957	687
582	958	685
583	960	684
584	962	682
585	963	680
586	965	679
587	967	677
588	968	676
589	970	674
590	972	672
591	973	670
592	975	669
593	976	667
594	977	665
595	979	663
596	980	661
597	981	660
598	983	658
599	984	656
600	986	654
601	988	653
602	989	651
603	991	649
604	992	648
605	994	646
606	995	644
607	997	643
608	999	641
609	1000	639
610	1002	637
611	1003	636
612	1005	635
613	1007	633
614	1008	631
615	1009	629
616	1011	627
617	1012	625
618	1013	624
619	1015	622
620	1016	620
621	1018	618
622	1019	617
623	1021	615
624	1023	613
625	1024	612
626	1025	610
627	1027	608
628	1028	606
629	1030	605
630	1032	603
631	1033	601
632	1036	601
633	1038	599
634	1039	597
635	1041	596
636	1042	594
637	1043	592
638	1045	590
639	1046	588
640	1048	587
641	1051	586
642	1053	584
643	1055	583
644	1056	581
645	1059	580
646	1060	578
647	1061	576
648	1062	574
649	1063	572
650	1065	570
651	1066	569
652	1068	567
653	1069	565
654	1070	564
655	1072	562
656	1073	560
657	1074	558
658	1075	556
659	1076	554
660	1077	552
661	1079	551
662	1080	549
663	1081	547
664	1082	545
665	1083	543
666	1084	541
667	1085	539
668	1086	537
669	1087	535
670	1088	533
671	1089	531
672	1090	529
673	1092	528
674	1095	527
675	1097	525
676	1098	524
677	1099	522
678	1101	520
679	1102	518
680	1104	517
681	1105	515
682	1107	514
683	1109	512
684	1110	510
685	1112	509
686	1113	507
687	1115	505
688	1116	504
689	1118	502
690	1120	500
691	1121	499
692	1123	497
693	1125	496
694	1127	494
695	1129	493
696	1130	491
697	1132	489
698	1133	488
699	1135	486
700	1137	485
701	1139	483
702	1140	481
703	1142	480
704	1143	478
705	1145	477
706	1147	475
707	1148	473
708	1150	472
709	1151	470
710	1153	468
711	1155	467
712	1156	465
713	1158	464
714	1160	462
715	1162	460
716	1163	459
717	1165	457
718	1167	456
719	1169	454
720	1171	453
721	1172	451
722	1174	450
723	1176	448
724	1177	446
725	1179	445
726	1181	443
727	1183	442
728	1185	440
729	1186	438
730	1188	437
731	1189	435
732	1192	434
733	1193	432
734	1194	430
735	1196	429
736	1198	427
737	1200	426
738	1201	424
739	1203	422
740	1204	420
741	1205	419
742	1207	417
743	1209	416
744	1210	414
745	1212	412
746	1214	411
747	1216	409
748	1218	408
749	1219	406
750	1221	404
751	1223	403
752	1224	401
753	1226	400
754	1228	398
755	1230	397
756	1232	395
757	1233	393
758	1235	392
759	1237	390
760	1238	389
761	1240	387
762	1278	397
763	1281	395
764	1283	394
765	1285	392
766	1288	391
767	1290	389
768	1293	388
769	1295	386
770	1297	385
771	1299	383
772	1302	382
773	1304	380
774	1345	390
775	1348	389
776	1351	387
777	1353	386
778	1358	385
779	1361	383
780	1364	382
781	1374	383
782	1376	381
783	1381	380
784	1383	378
785	1387	377
786	1430	387
787	1436	386
788	1438	384
789	1440	382
790	1441	380
791	1443	379
792	1445	377
793	1446	375
794	1448	373
795	1449	371
796	1451	369
797	1452	367
798	1454	365
799	1455	363
800	1457	362
801	1458	360
802	1460	358
803	1462	356
804	1463	354
805	1465	352
806	1467	350
807	1469	349
808	1472	347
809	1474	345
810	1476	344
811	1478	342
812	1481	340
813	1483	339
814	1486	337
815	1488	335
816	1490	333
817	1492	332
818	1494	330
819	1497	328
820	1499	326
821	1501	325
822	1502	323
823	1504	321
824	1506	319
825	1507	317
826	1509	315
827	1511	313
828	1512	312
829	1514	310
830	1516	308
831	1517	306
832	1519	304
833	1520	302
834	1522	300
835	1524	298
836	1525	297
837	1527	295
838	1528	293
839	1530	291
840	1531	289
841	1532	287
842	1534	285
843	1535	283
844	1537	281
845	1538	280
846	1540	278
847	1542	276
848	1543	274
849	1545	272
850	1546	270
851	1548	268
852	1549	267
853	1551	265
854	1552	263
855	1554	261
856	1556	259
857	1557	257
858	1559	255
859	1560	254
860	1562	252
861	1563	250
862	1565	248
863	1566	246
864	1568	244
865	1569	242
866	1572	241
867	1574	239
868	1575	237
869	1577	235
870	1578	233
871	1580	231
872	1581	230
873	1583	228
874	1584	226
875	1586	224
876	1588	222
877	1590	220
878	1591	219
879	1592	217
880	1594	215
881	1596	213
882	1597	211
883	1599	209
884	1601	208
885	1602	206
886	1604	204
887	1605	202
888	1607	200
889	1608	198
890	1610	196
891	1611	195
892	1612	193
893	1614	191
894	1616	189
895	1617	187
896	1619	185
897	1620	184
898	1622	182
899	1624	180
900	1625	178
901	1626	176
902	1628	174
903	1629	173
904	1632	171
905	1634	169
906	1635	167
907	1637	165
908	1638	164
909	1639	162
910	1641	160
911	1642	158
912	1644	156
913	1646	154
914	1648	153
915	1650	151
916	1651	149
917	1653	147
918	1655	145
919	1656	144
920	1658	142
921	1659	140
922	1662	138
923	1663	136
924	1665	135
925	1666	133
926	1667	131
927	1669	129
928	1670	127
929	1672	125
930	1673	124
931	1675	122
932	1677	120
933	1678	118
934	1680	116
935	1682	115
936	1683	113
937	1685	111
938	1686	109
939	1688	107
940	1691	106
941	1693	104
942	1694	102
943	1696	100
944	1697	98
945	1698	96
946	1700	95
947	1701	93
948	1702	91
949	1704	89
950	1706	87
951	1708	86
952	1709	84
953	1710	82
954	1712	80
955	1713	78
956	1714	77
957	1716	75
958	1717	73
959	1719	71
960	1720	69
961	1722	68
962	1723	66
963	1725	64
964	1727	62
965	1728	60
966	1729	59
967	1731	57
968	1732	55
969	1734	53
970	1736	51
971	1737	50
972	1739	48
973	1740	46
974	1742	44
975	1744	42
976	1745	41
977	1747	39
978	1748	37
979	1752	35
980	1754	33
981	1755	32
982	1757	30
983	1758	28
984	1759	26
985	1761	25
986	1762	23
987	1766	21
988	1768	19
989	1769	17
990	1771	16
991	1773	14
992	1774	12
993	1776	10
994	1781	8
995	1782	7
996	1784	5
997	1785	3
998	1787	1
999	1788	0
